54.938008,,60.5841019,302.028132
63.458741,,,
58.580634,,,
64.050029,,,
59.77649,,,
55.522379,,,
66.231517,,,
58.864159,,,
60.041076,,,
64.377986,,,
54.787194,,60.3674543,
61.01324,,,
59.411253,,,
70.946474,,,
58.518782,,,
57.966838,,,
57.321105,,,
64.973474,,,
59.545594,,,
59.190589,,,
57.698778,,61.1207115,
56.508846,,,
65.511404,,,
65.025921,,,
63.950483,,,
59.87469,,,
63.709003,,,
60.7076,,,
60.575776,,,
57.644614,,,
55.779318,,60.0116613,
59.33362,,,
61.432359,,,
61.315712,,,
59.581031,,,
58.033911,,,
57.810445,,,
68.09041,,,
59.644542,,,
59.095265,,,
54.440745,,59.944203,
61.698265,,,
66.319174,,,
58.708445,,,
60.378734,,,
60.121713,,,
57.56251,,,
57.268289,,,
64.437316,,,
58.506839,,,
,,60.4056264,
