3.956801,,3.9564096,20.6818233
3.945991,,,
3.981506,,,
3.940179,,,
3.992279,,,
3.937871,,,
3.93457,,,
3.934903,,,
3.944544,,,
3.995452,,,
3.931511,,3.948839,
3.918961,,,
3.904905,,,
3.923465,,,
3.930561,,,
3.940988,,,
4.007297,,,
3.996669,,,
3.958761,,,
3.975272,,,
4.046886,,4.0829724,
4.037085,,,
4.046062,,,
4.096362,,,
4.085331,,,
4.07516,,,
4.066953,,,
4.137645,,,
4.141653,,,
4.096587,,,
4.371766,,4.2773683,
4.354339,,,
4.278418,,,
4.165867,,,
4.314374,,,
4.203942,,,
4.473986,,,
4.304027,,,
4.161808,,,
4.145156,,,
4.419847,,4.416234,
4.474629,,,
4.383138,,,
4.397458,,,
4.408406,,,
4.387099,,,
4.399389,,,
4.495596,,,
4.387742,,,
4.409036,,,
,,4.13636466,
